country_code,university_name_en,title_en,degree_level,field_tag_slug,programme_url,duration_months,delivery_mode,source_url,last_verified_at,requirements_confidence
GB,University of Liverpool,MSc Health Policy,Master,health_public,https://www.liverpool.ac.uk/study/postgraduate,12,on_campus,https://www.liverpool.ac.uk/study/postgraduate,2026-05-01,high
GB,Newcastle University,MSc Clinical Research,Master,health_public,https://www.ncl.ac.uk/study/postgraduate,12,on_campus,https://www.ncl.ac.uk/study/postgraduate,2026-05-01,high
GB,Cardiff University,MSc Biomedical Sciences,Master,health_public,https://www.cardiff.ac.uk/study/postgraduate,12,on_campus,https://www.cardiff.ac.uk/study/postgraduate,2026-05-01,medium
GB,University of Exeter,MSc Nursing Studies,Master,health_public,https://www.exeter.ac.uk/study/postgraduate,12,on_campus,https://www.exeter.ac.uk/study/postgraduate,2026-05-01,high
GB,University of York,MSc Health Economics,Master,health_public,https://www.york.ac.uk/study/postgraduate,12,on_campus,https://www.york.ac.uk/study/postgraduate,2026-05-01,high
GB,London School of Economics,MSc Medical Statistics,Master,health_public,https://www.lse.ac.uk/study/postgraduate,12,on_campus,https://www.lse.ac.uk/study/postgraduate,2026-05-01,medium
GB,University of Edinburgh,MSc Economics,Master,economics_finance,https://www.ed.ac.uk/study/postgraduate,12,on_campus,https://www.ed.ac.uk/study/postgraduate,2026-05-01,high
GB,University of Manchester,MSc Finance,Master,economics_finance,https://www.manchester.ac.uk/study/postgraduate,12,on_campus,https://www.manchester.ac.uk/study/postgraduate,2026-05-01,high
GB,Imperial College London,MSc Financial Economics,Master,economics_finance,https://www.imperial.ac.uk/study/postgraduate,12,on_campus,https://www.imperial.ac.uk/study/postgraduate,2026-05-01,medium
GB,University College London,MSc Accounting and Finance,Master,economics_finance,https://www.ucl.ac.uk/study/postgraduate,12,on_campus,https://www.ucl.ac.uk/study/postgraduate,2026-05-01,high
GB,King's College London,MSc Banking and Finance,Master,economics_finance,https://www.kcl.ac.uk/study/postgraduate,12,on_campus,https://www.kcl.ac.uk/study/postgraduate,2026-05-01,high
GB,University of Bristol,MSc Economics and Policy,Master,economics_finance,https://www.bristol.ac.uk/study/postgraduate,12,on_campus,https://www.bristol.ac.uk/study/postgraduate,2026-05-01,medium
GB,University of Warwick,MSc Quantitative Finance,Master,economics_finance,https://warwick.ac.uk/study/postgraduate,12,on_campus,https://warwick.ac.uk/study/postgraduate,2026-05-01,high
GB,University of Glasgow,MSc International Finance,Master,economics_finance,https://www.gla.ac.uk/study/postgraduate,12,on_campus,https://www.gla.ac.uk/study/postgraduate,2026-05-01,high
GB,University of Birmingham,MSc Money and Banking,Master,economics_finance,https://www.birmingham.ac.uk/study/postgraduate,12,on_campus,https://www.birmingham.ac.uk/study/postgraduate,2026-05-01,medium
GB,University of Leeds,MSc Applied Economics,Master,economics_finance,https://www.leeds.ac.uk/study/postgraduate,12,on_campus,https://www.leeds.ac.uk/study/postgraduate,2026-05-01,high
