university_name_en,city_en,title_en,degree_award,subject_family,leapto_category,programme_url,duration_months,delivery_mode,min_ielts_overall,international_tuition_gbp,tuition_evidence_status,source_academic_year,published_start_term,application_deadline,collection_status,last_checked_at
Newcastle University,Newcastle,Artificial Intelligence MSc,MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.ncl.ac.uk/postgraduate/degrees/5556f,,on_campus,,,,2025-26,September 2027,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Artificial Intelligence in Business MSc,MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.ncl.ac.uk/postgraduate/degrees/5549f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Banking and Finance MSc,MSC,business-management-finance,"Management, Business & Industrial Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5148f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Behavioural and Experimental Economics MSc,MSC,economics-social-policy,Economics and Finance,https://www.ncl.ac.uk/postgraduate/degrees/5466f,,on_campus,,,,,,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Biomedical Engineering MSc,MSC,health-life-sciences,Life Sciences & Medicine,https://www.ncl.ac.uk/postgraduate/degrees/5204f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Business Analytics MSc,MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.ncl.ac.uk/postgraduate/degrees/5492f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Civil Engineering MSc,MSC,engineering-technology,"Mechanical, Material & Mining Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5538f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Clinical Exercise Physiology MSc,MSC,health-life-sciences,Life Sciences & Medicine,https://www.ncl.ac.uk/postgraduate/degrees/5430f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Clinical Linguistics and Evidence Based Practice (Research) MSc,MSC,health-life-sciences,Life Sciences & Medicine,https://www.ncl.ac.uk/postgraduate/degrees/5197f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Clinical Science MSc,MSC,health-life-sciences,Life Sciences & Medicine,https://www.ncl.ac.uk/postgraduate/degrees/5253p,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Cloud Computing MSc,MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.ncl.ac.uk/postgraduate/degrees/5056f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Computer Game Engineering MSc,MSC,engineering-technology,"Mechanical, Material & Mining Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5152f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Computer Science MSc,MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.ncl.ac.uk/postgraduate/degrees/5055f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Conservation and Ecosystem Management MSc,MSC,business-management-finance,"Management, Business & Industrial Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5437f,,on_campus,,,,,,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Creative and Cultural Industries Management MA,MA,business-management-finance,"Management, Business & Industrial Engineering",https://www.ncl.ac.uk/postgraduate/degrees/4197f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Cross-Cultural Communication and International Management MA,MA,business-management-finance,"Management, Business & Industrial Engineering",https://www.ncl.ac.uk/postgraduate/degrees/4053f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Cross-Cultural Communication and International Marketing MA,MA,business-management-finance,"Management, Business & Industrial Engineering",https://www.ncl.ac.uk/postgraduate/degrees/4068f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Cross-Cultural Communication and International Relations MA,MA,economics-social-policy,Economics and Finance,https://www.ncl.ac.uk/postgraduate/degrees/4054f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Cyber Security MSc,MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.ncl.ac.uk/postgraduate/degrees/5144f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Data Science MSc,MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.ncl.ac.uk/postgraduate/degrees/5543f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Data Science and Agritechnology MSc,MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.ncl.ac.uk/postgraduate/degrees/5553f,,on_campus,,,,2025-26,September 2027,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Data Science and Artificial Intelligence MSc,MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.ncl.ac.uk/postgraduate/degrees/5544f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Data Science and Digital Humanities MSc,MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.ncl.ac.uk/postgraduate/degrees/5546f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Data Science and Entrepreneurship MSc,MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.ncl.ac.uk/postgraduate/degrees/5552f,,on_campus,,,,2025-26,September 2027,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Data Science and Finance MSc,MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.ncl.ac.uk/postgraduate/degrees/5548f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Data Science and Geographic Information Science (GIS) MSc,MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.ncl.ac.uk/postgraduate/degrees/5554f,,on_campus,,,,2025-26,September 2027,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Data Science and Industrial Biotechnology MSc,MSC,health-life-sciences,Life Sciences & Medicine,https://www.ncl.ac.uk/postgraduate/degrees/5547f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Data Science and Law MSc,MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.ncl.ac.uk/postgraduate/degrees/5555f,,on_campus,,,,2025-26,September 2027,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Data Science and Sport MSc,MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.ncl.ac.uk/postgraduate/degrees/5545f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,"Development, Environment and International Politics MSc",MSC,economics-social-policy,Economics and Finance,https://www.ncl.ac.uk/postgraduate/degrees/4086f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Digital Business MSc,MSC,business-management-finance,"Management, Business & Industrial Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5124f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Digital Marketing MSc,MSC,business-management-finance,"Management, Business & Industrial Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5493f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Digital and Technology Solutions (Software Engineering Specialist) MSc (Specialist Integrated Degree Apprenticeship),MSC,engineering-technology,"Mechanical, Material & Mining Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5458p,,on_campus,,,,,,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Economics MSc,MSC,economics-social-policy,Economics and Finance,https://www.ncl.ac.uk/postgraduate/degrees/5464f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Economics and Data Science MSc,MSC,economics-social-policy,Economics and Finance,https://www.ncl.ac.uk/postgraduate/degrees/5465f,,on_campus,,,,,,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Economics and Finance MSc,MSC,economics-social-policy,Economics and Finance,https://www.ncl.ac.uk/postgraduate/degrees/5118f,,on_campus,,,,,,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Engineering Management MSc,MSC,engineering-technology,"Mechanical, Material & Mining Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5523f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Entrepreneurship and Innovation Management MSc,MSC,business-management-finance,"Management, Business & Industrial Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5476f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Environmental Engineering MSc,MSC,engineering-technology,"Mechanical, Material & Mining Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5038f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Finance MSc,MSC,business-management-finance,"Management, Business & Industrial Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5149f,,on_campus,,,,2025-26,September 2026,,latest_official_page,2026-08-15T12:45:04.717057+00:00
Newcastle University,Newcastle,Finance and Economics (Research) MA,MA,economics-social-policy,Economics and Finance,https://www.ncl.ac.uk/postgraduate/degrees/4116f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,Financial Analytics and Risk Management MSc,MSC,business-management-finance,"Management, Business & Industrial Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5173f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,Foundations in Clinical Psychology MSc,MSC,health-life-sciences,Life Sciences & Medicine,https://www.ncl.ac.uk/postgraduate/degrees/5202f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,Geospatial Artificial Intelligence MSc,MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.ncl.ac.uk/postgraduate/degrees/5540f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,Human Resource Management MSc,MSC,business-management-finance,"Management, Business & Industrial Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5291f,12,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,Human-Centred Artificial Intelligence MSc,MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.ncl.ac.uk/postgraduate/degrees/5450f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,Human-Computer Interaction MSc,MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.ncl.ac.uk/postgraduate/degrees/5447f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,Hydrology and Water Management MSc,MSC,business-management-finance,"Management, Business & Industrial Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5408f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,Industrial and Commercial Biotechnology MSc,MSC,health-life-sciences,Life Sciences & Medicine,https://www.ncl.ac.uk/postgraduate/degrees/5017f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,International Business MSc,MSC,business-management-finance,"Management, Business & Industrial Engineering",https://www.ncl.ac.uk/postgraduate/degrees/4047f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,International Marketing MSc,MSC,business-management-finance,"Management, Business & Industrial Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5145f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,International Politics (Geopolitics) MA,MA,economics-social-policy,Economics and Finance,https://www.ncl.ac.uk/postgraduate/degrees/4088f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,International Politics (Global Justice and Ethics) MA,MA,economics-social-policy,Economics and Finance,https://www.ncl.ac.uk/postgraduate/degrees/4087f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,International Relations MA,MA,economics-social-policy,Economics and Finance,https://www.ncl.ac.uk/postgraduate/degrees/4030f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,Management MSc,MSC,business-management-finance,"Management, Business & Industrial Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5504f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,Master of Business Administration MBA,MBA,business-management-finance,"Management, Business & Industrial Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5823f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,Mechanical Engineering MSc,MSC,engineering-technology,"Mechanical, Material & Mining Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5120f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,Music Industries Management MA,MA,business-management-finance,"Management, Business & Industrial Engineering",https://www.ncl.ac.uk/postgraduate/degrees/4183f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,"Naval Architecture, Marine and Ocean Engineering MSc",MSC,engineering-technology,"Mechanical, Material & Mining Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5497f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,"Operations, Logistics and Supply Chain Management MSc",MSC,business-management-finance,"Management, Business & Industrial Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5154f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,Politics (Research) MA,MA,economics-social-policy,Economics and Finance,https://www.ncl.ac.uk/postgraduate/degrees/4026f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,Project Management MSc,MSC,business-management-finance,"Management, Business & Industrial Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5530f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,Public Policy MSc,MSC,economics-social-policy,Economics and Finance,https://www.ncl.ac.uk/postgraduate/degrees/5525f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,"Renewable Energy, Enterprise and Management (REEM) MSc",MSC,engineering-technology,"Mechanical, Material & Mining Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5160f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,Robotics and Artificial Intelligence MSc,MSC,engineering-technology,"Mechanical, Material & Mining Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5524f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,Sociology MA,MA,economics-social-policy,Economics and Finance,https://www.ncl.ac.uk/postgraduate/degrees/4105f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,Sociology and Social Research MA,MA,economics-social-policy,Economics and Finance,https://www.ncl.ac.uk/postgraduate/degrees/4027f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,Sustainability Management MSc,MSC,business-management-finance,"Management, Business & Industrial Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5499f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,Sustainable Chemical Engineering MSc,MSC,engineering-technology,"Mechanical, Material & Mining Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5031f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,"Transport Engineering, Planning and Management MSc",MSC,engineering-technology,"Mechanical, Material & Mining Engineering",https://www.ncl.ac.uk/postgraduate/degrees/5440f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Newcastle University,Newcastle,World Politics and Popular Culture MA,MA,economics-social-policy,Economics and Finance,https://www.ncl.ac.uk/postgraduate/degrees/4109f,,on_campus,,,missing,2025-26,September 2026,,latest_official_page,2026-08-15T13:14:40.873539+00:00
Swansea University,Swansea,"Accounting and Finance, MSc",MSC,business-management-finance,"Management, Business & Industrial Engineering",https://www.swansea.ac.uk/postgraduate/taught/som/accounting-finance/msc-accounting-finance,,on_campus,6.0,13450,,,September 2026,,latest_official_page,2026-08-15T12:52:48.084044+00:00
Swansea University,Swansea,"Advanced Computer Science, MSc",MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.swansea.ac.uk/postgraduate/taught/maths-comp-sci/computer-science/msc-advanced-computer-science,,on_campus,6.0,11200,,,September 2026,,latest_official_page,2026-08-15T12:52:48.084044+00:00
Swansea University,Swansea,Advanced Management (Healthcare Technologies) MSc,MSC,health-life-sciences,Life Sciences & Medicine,https://www.swansea.ac.uk/postgraduate/taught/som/business-management/msc-advanced-management-healthcare-technologies-postgraduate,,on_campus,6.5,7050,,,September 2026,,latest_official_page,2026-08-15T12:52:48.084044+00:00
Swansea University,Swansea,"Aerospace Engineering, MSc",MSC,engineering-technology,"Mechanical, Material & Mining Engineering",https://www.swansea.ac.uk/postgraduate/taught/aerospace-civil-electrical-mechanical-engineering/aerospace/msc-aerospace-engineering,,on_campus,6.5,12100,,,September 2026,,latest_official_page,2026-08-15T12:52:48.084044+00:00
Swansea University,Swansea,"Artificial Intelligence and Data Science, MSc",MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.swansea.ac.uk/postgraduate/taught/maths-comp-sci/computer-science/msc-artificial-intelligence-and-data-science,,on_campus,6.0,11200,,,January 2027,,latest_official_page,2026-08-15T12:52:48.084044+00:00
Swansea University,Swansea,"Banking and Finance, MSc",MSC,business-management-finance,"Management, Business & Industrial Engineering",https://www.swansea.ac.uk/postgraduate/taught/som/accounting-finance/msc-banking-finance,,on_campus,6.0,13450,,,September 2026,,latest_official_page,2026-08-15T12:52:48.084044+00:00
Swansea University,Swansea,"Biomedical Engineering, MSc",MSC,health-life-sciences,Life Sciences & Medicine,https://www.swansea.ac.uk/postgraduate/taught/engineering-applied-sciences/biomedical/msc-biomedical-engineering,,on_campus,6.5,12100,,,September 2026,,latest_official_page,2026-08-15T12:52:48.084044+00:00
Swansea University,Swansea,"Civil Engineering, MSc",MSC,engineering-technology,"Mechanical, Material & Mining Engineering",https://www.swansea.ac.uk/postgraduate/taught/aerospace-civil-electrical-mechanical-engineering/civil/msc-civil-engineering,,on_campus,6.5,12100,,,September 2026,,latest_official_page,2026-08-15T12:52:48.084044+00:00
Swansea University,Swansea,"Clinical Exercise Physiology, MSc",MSC,health-life-sciences,Life Sciences & Medicine,https://www.swansea.ac.uk/postgraduate/taught/engineering-applied-sciences/sport-science/msc-clinical-exercise-physiology,,on_campus,6.5,11100,,,September 2026,,latest_official_page,2026-08-15T12:52:48.084044+00:00
Swansea University,Swansea,"Clinical Psychology and Mental Health, MSc",MSC,health-life-sciences,Life Sciences & Medicine,https://www.swansea.ac.uk/postgraduate/taught/psychology/clinical-psychology-and-mental-health-msc,,on_campus,6.5,11600,,,September 2026,,latest_official_page,2026-08-15T12:52:48.084044+00:00
Swansea University,Swansea,"Clinical Science (Medical Physics), MSc",MSC,health-life-sciences,Life Sciences & Medicine,https://www.swansea.ac.uk/postgraduate/taught/medicine/clinical-science-medical-physics-msc,,on_campus,,,,,September 2026,,latest_official_page,2026-08-15T12:52:48.084044+00:00
Swansea University,Swansea,"Computational Engineering, MSc",MSC,engineering-technology,"Mechanical, Material & Mining Engineering",https://www.swansea.ac.uk/postgraduate/taught/aerospace-civil-electrical-mechanical-engineering/civil/msc-computational-engineering,,on_campus,6.5,13050,,,September 2026,,latest_official_page,2026-08-15T12:52:48.084044+00:00
Swansea University,Swansea,"Computer Science - Informatique (Swansea), MSc",MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.swansea.ac.uk/postgraduate/taught/maths-comp-sci/computer-science/msc-computer-science-informatique,,on_campus,6.0,5650,,,September 2026,,latest_official_page,2026-08-15T12:52:48.084044+00:00
Swansea University,Swansea,"Computer Science, MSc",MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.swansea.ac.uk/postgraduate/taught/maths-comp-sci/computer-science/msc-computer-science,,on_campus,6.0,10650,,,September 2026,,latest_official_page,2026-08-15T12:52:48.084044+00:00
Swansea University,Swansea,"Cyber Crime and Terrorism, MA",MA,computing-data-ai,Computer Engineering & Computer Science,https://www.swansea.ac.uk/postgraduate/taught/social-sciences/criminology-sociology-social-policy/ma-cyber-crime-terrorism,,on_campus,6.5,10150,,,September 2026,,latest_official_page,2026-08-15T12:52:48.084044+00:00
Swansea University,Swansea,"Cyber Security, MSc",MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.swansea.ac.uk/postgraduate/taught/maths-comp-sci/computer-science/msc-cyber-security,,on_campus,6.0,11200,,,September 2026,,latest_official_page,2026-08-15T12:52:48.084044+00:00
Swansea University,Swansea,"Data Science, MSc",MSC,computing-data-ai,Computer Engineering & Computer Science,https://www.swansea.ac.uk/postgraduate/taught/maths-comp-sci/computer-science/msc-data-science,,on_campus,6.0,11200,,,September 2026,,latest_official_page,2026-08-15T12:52:48.084044+00:00
Swansea University,Swansea,"Economics and Finance, MSc",MSC,economics-social-policy,Economics and Finance,https://www.swansea.ac.uk/postgraduate/taught/social-sciences/economics/economics-finance,,on_campus,6.0,12500,,,September 2026,,latest_official_page,2026-08-15T12:52:48.084044+00:00
Swansea University,Swansea,"Economics, MSc",MSC,economics-social-policy,Economics and Finance,https://www.swansea.ac.uk/postgraduate/taught/social-sciences/economics/msc-economics,,on_campus,6.0,12500,,,September 2026,,latest_official_page,2026-08-15T12:52:48.084044+00:00
Swansea University,Swansea,"Electronic and Electrical Engineering, MSc",MSC,engineering-technology,"Mechanical, Material & Mining Engineering",https://www.swansea.ac.uk/postgraduate/taught/aerospace-civil-electrical-mechanical-engineering/electrical/msc-electrical-and-electronic-engineering,,on_campus,6.5,12100,,,September 2026,,latest_official_page,2026-08-15T12:52:48.084044+00:00
Swansea University,Swansea,"Engineering Leadership and Management, MSc",MSC,engineering-technology,"Mechanical, Material & Mining Engineering",https://www.swansea.ac.uk/postgraduate/taught/aerospace-civil-electrical-mechanical-engineering/civil/msc-engineering-leadership,,on_campus,6.5,13450,,,September 2026,,latest_official_page,2026-08-15T12:52:48.084044+00:00
Swansea University,Swansea,"Finance and Big Data Analytics, MSc",MSC,business-management-finance,"Management, Business & Industrial Engineering",https://www.swansea.ac.uk/postgraduate/taught/som/accounting-finance/msc-finance-big-data-analytics,,on_campus,6.0,14100,,,September 2026,,latest_official_page,2026-08-15T12:52:48.084044+00:00
